SMILES
*c1ccc(*)c2nsnc12
*c1c2c(c(*)c3nsnc13)N=S=N2
*c1c2nsnc2c(*)c2nc3c4ccccc4c4ccccc4c3nc12
*c1c2c(c(*)c3nn(*)nc13)N=S=N2
*c1c2nsnc2c(*)c2nc(-c3ccccc3)c(-c3ccccc3)nc12
*c1ccc(-c2sc(-c3ccc(*)s3)c3c2N=S=N3)s1
*C1=C(*)c2cccc3cccc1c23
*c1cc2c(s1)c1sc(*)cc1c1c(*)c3c(c(*)c21)N=S=N3
*c1ccc(*)c2cc3ccccc3cc12
*c1ccc(*)s1
*/C=c1/cn/c(=C\*)cn1
*c1ccc(-c2ccc3ccc(N(C)C)cc3c2*)cc1
*c1ccc(*)c2c(*)cccc12
*C/C=C1\CCCc2c(-c3ccccc3)cc(-c3ccccc3)c(*)c21
*C/C=C1\CCCc2cccc(*)c21
*c1ccc(-c2cc(C)cc(-c3ccc(*)cc3)c2)cc1
*/C=c1\cc/c(=C2/C3=C(C(=O)N2C)/C(=c2/cc/c(=C\*)s2)N(C)C3=O)s1
*C1=CC2=Nc3cc(*)cn3C(F)(F)C2=C1
*C1=CC2=Cc3cc(*)cn3C(F)(F)C2=C1
*c1ccc2c(c1)C(F)(F)n1cc3c4n(cc3c1=C2C#N)C(F)(F)c1cc(*)ccc1C=4C#N
*C1=CC2C(=C(C#N)C#N)c3ccc(*)cc3C(=C(C#N)C#N)C2C=C1
*c1scc2c1c1cc3c(cc1c1c(*)sc(*)c21)N=S=N3
*c1ccc2c(c1)C(=C(C#N)C#N)c1cc(*)ccc1-2
*C1=C2C(=O)N(C)C(*)=C2C(=O)N1C
*c1ccc2c(ccc3nc4cc(*)ccc4nc32)c1
*c1cc2c(s1)/C(=C1\C(=O)Oc3cc4c(cc31)OC(=O)/C4=C1/C(=O)N(C)c3cc(*)sc31)C(=O)N2C
*c1cnc(*)c2nsnc12
*c1c(F)c(F)c(*)c2nsnc12
*c1c(C#N)c(C#N)c(*)c2nsnc12
*c1c2c(c(*)c3nsnc13)C(=O)N(C)C2=O
*c1c2nsnc2c(*)c2nc3c(nc12)-c1cccc2cccc-3c12
*c1cc2c(c3nsnc13)c1c3nsnc3c(*)cc1n2C
*c1ccc(*)c2c1C(=O)N(C)C2=O
*c1cc2c(s1)c1c3nsnc3c3c4sc(*)cc4n(C)c3c1n2C
*c1cc2c(cc(*)c3nsnc32)c2nsnc12
*c1c(F)c(F)c(*)c2nn(C)nc12
*c1cc(=C(C#N)C#N)c(*)cc1=C(C#N)C#N
*c1ccc2c(n1)C(=C(C#N)C#N)c1nc(*)ccc1-2
*c1ccc2c(c1)C(=C(C#N)C#N)c1cc3c(cc1-2)C(=C(C#N)C#N)c1cc(*)ccc1-3
*c1ccc2c(c1)N(C)c1cc3c(cc1C2=C(C#N)C#N)N(C)c1cc(*)ccc1C3=C(C#N)C#N
*c1c2c(=O)n(C)c(=O)c2c(*)c2c(=O)n(C)c(=O)c12
*c1c2cc3c(=O)n(C)c(=O)c3cc2c(*)c2cc3c(=O)n(C)c(=O)c3cc12
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(*)cc2)C(=O)N4C)cc1
*c1c2c(c(*)c3nn(C)nc13)C(=O)N(C)C2=O
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(*)ccc21
*c1cc2c3c(c(*)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O
*c1cc2c3ccc4c5c(c(*)cc(c6ccc7c(c1C(=O)N(C)C7=O)c62)c53)C(=O)N(C)C4=O
*c1c2nc3c(nc2c(*)c2nc4c(nc12)-c1ccc2c5c(ccc-4c15)C(=O)N(C)C2=O)-c1ccc2c4c(ccc-3c14)C(=O)N(C)C2=O
*c1cc2c3c(c(*)cc4c3c1C(=O)N(c1ccncc1)C4=O)C(=O)N(c1ccncc1)C2=O
*c1cc2c3c(c(*)cc4c3c1C(=O)N(c1ccccc1)C4=O)C(=O)N(c1ccccc1)C2=O
*c1sc(*)c2c1C(=O)N(C)C2=O
*c1c2c(c(*)c3cscc13)C(=O)N(C)C2=O
*c1cc2c(=O)n(C)c(=O)c3cc(*)sc3c2s1
*c1sc(*)c2c1C(=O)c1cscc1C2=O
*c1c(F)c(F)c(*)c2nc(-c3ccccc3)c(-c3ccccc3)nc12
*c1cc2c3c(c1)C(F)(F)N(C)c1cc(*)cc(c1-3)C(F)(F)N2C
